id,country,city,title,logo,region,location
876,United States,Pullman,Washington State University,https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,North America,0101000020E6100000C442AD69DE495DC0A1F831E6AE5D4740
877,United States,Statesboro,Georgia Southern University,https://www.topuniversities.com/sites/default/files/georgia-southern-university_592560cf2aeae70239af518b_small.jpg,North America,0101000020E6100000EEEBC039237254C0AEB6627FD9354040
878,United States,Harrisonburg,James Madison University,https://www.topuniversities.com/sites/default/files/james-madison-university_592560cf2aeae70239af5305_small.jpg,North America,0101000020E6100000F9A067B3EAB753C02B8716D9CE374340
879,United States,Oxford,Miami University,https://www.topuniversities.com/sites/default/files/220926085849am721113Miami-logo-200x200-48x48.jpg,North America,0101000020E61000009E5E29CB102F55C0C74B378941C04340
880,United States,Winter Park,Rollins College,https://www.topuniversities.com/sites/default/files/rollins-college_592560df9988f300e2320a9e_small.jpg,North America,0101000020E61000008351499D805654C0BA6B09F9A0973C40
881,United States,Fort Worth,Texas Christian University,https://www.topuniversities.com/sites/default/files/texas-christian-university_592560cf2aeae70239af51b1_small.jpg,North America,0101000020E610000025068195435758C0894160E5D05A4040
882,United States,Lubbock,Texas Tech University,https://www.topuniversities.com/sites/default/files/texas-tech-university_592560cf2aeae70239af51b2_small.jpg,North America,0101000020E6100000EB73B515FB7759C017B7D100DECA4040
883,United States,Ewing Township,The College of New Jersey,https://www.topuniversities.com/sites/default/files/the-college-of-new-jersey_5c87515b5c52f3060f6140e0_small.jpg,North America,0101000020E610000044FAEDEBC0B152C0FB3A70CE88224440
884,United States,Dayton,University of Dayton,https://www.topuniversities.com/sites/default/files/university-of-dayton_592560cf2aeae70239af51b8_small.jpg,North America,0101000020E610000017D9CEF7530B55C0029A081B9EDE4340
885,United States,West Hartford,University of Hartford,https://www.topuniversities.com/sites/default/files/university-of-hartford_592560cf2aeae70239af51b9_small.jpg,North America,0101000020E6100000A857CA32C42D52C04BC8073D9BE54440
886,United States,Moscow,University of Idaho,https://www.topuniversities.com/sites/default/files/university-of-idaho_1847_small.jpg,North America,0101000020E61000009BE61DA7E8405DC0053411363C5D4740
887,United States,Provo,Brigham Young University,https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg,North America,0101000020E6100000BD5296218EE95BC000917EFB3A204440
888,United States,New York City,CUNY Queens College,https://www.topuniversities.com/sites/default/files/cuny-queens-college_5c82093810ca605c8c654ae9_small.jpg,North America,0101000020E6100000F7E461A1D67452C083C0CAA1455E4440
889,United States,Thousand Oaks,California Lutheran University,https://www.topuniversities.com/sites/default/files/california-lutheran-university_592560cf2aeae70239af5314_small.jpg,North America,0101000020E6100000423EE8D9ACBE5DC0A1D634EF381D4140
890,United States,Fullerton,California State University - Fullerton,https://www.topuniversities.com/sites/default/files/california-state-university-fullerton_592560de9988f300e23206cf_small.jpg,North America,0101000020E6100000D49AE61DA7785DC0E25817B7D1F04040
891,United States,Ames,Iowa State University,https://www.topuniversities.com/sites/default/files/iowa-state-university_294_small.jpg,North America,0101000020E6100000B6F3FDD4786957C0A54E401361034540
892,United States,Kent,Kent State University,https://www.topuniversities.com/sites/default/files/kent-state-university_592560cf2aeae70239af5351_small.jpg,North America,0101000020E610000019E25817B75554C0B4C876BE9F924440
893,United States,Socorro,New Mexico Institute of Mining and Technology,https://www.topuniversities.com/sites/default/files/new-mexico-institute-of-mining-and-technology_5c879bc610ca60036e108b0b_small.jpg,North America,0101000020E6100000F5B9DA8AFDB95AC0B8AF03E78C084140
894,United States,New York City,New York Institute of Technology,https://www.topuniversities.com/sites/default/files/new-york-institute-of-technology_592560cf2aeae70239af599f_small.jpg,North America,0101000020E610000095D40968226852C0D0D556EC2F634440
895,United States,DeLand,Stetson University,https://www.topuniversities.com/sites/default/files/stetson-university_592560df9988f300e2320aa0_small.jpg,North America,0101000020E610000008AC1C5A645354C0295C8FC2F5083D40
896,United States,Lowell,University of Massachusetts Lowell,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-lowell-_592560cf2aeae70239af537b_small.jpg,North America,0101000020E6100000E9B7AF03E7D451C0DDB5847CD0534540
897,United States,Oxford,University of Mississippi,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,North America,0101000020E6100000BC96900F7A6256C0F46C567DAE2E4140
898,United States,Scranton,University of Scranton,https://www.topuniversities.com/sites/default/files/university-of-scranton_5c876d735c52f3048e1f023c_small.jpg,North America,0101000020E610000011C7BAB88DEA52C0B29DEFA7C6B34440
899,United States,San Antonio,University of Texas at San Antonio,https://www.topuniversities.com/sites/default/files/university-of-texas-at-san-antonio_592560cf2aeae70239af5379_small.jpg,North America,0101000020E61000006B9A779CA2A758C0F7065F984C953D40
900,United States,Milwaukee,University of Wisconsin Milwaukee,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-milwaukee-_592560cf2aeae70239af5346_small.jpg,North America,0101000020E610000014AE47E17AF855C0D26F5F07CE894540
901,United States,Muncie,Ball State University,https://www.topuniversities.com/sites/default/files/ball-state-university_592560cf2aeae70239af517c_small.jpg,North America,0101000020E6100000273108AC1C5A55C00BB5A679C7194440
902,United States,Boise,Boise State University,https://www.topuniversities.com/sites/default/files/boise-state-university_592560cf2aeae70239af5383_small.jpg,North America,0101000020E6100000295C8FC2F50C5DC077BE9F1A2FCD4540
903,United States,Indianapolis,Butler University,https://www.topuniversities.com/sites/default/files/butler-university_592560e09988f300e2320b86_small.jpg,North America,0101000020E610000082734694F68A55C02497FF907EEB4340
904,United States,New York City,The City College of New York,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T134242.136-48x48.jpg,North America,0101000020E6100000A2B437F8C27C52C046B6F3FDD4684440
905,United States,Pomona,California State Polytechnic University - Pomona,https://www.topuniversities.com/sites/default/files/california-state-polytechnic-university-pomona_592560e79988f300e2322092_small.jpg,North America,0101000020E6100000E3C798BB96745DC0AC1C5A643B074140
906,United States,Los Angeles,California State University - Los Angeles,https://www.topuniversities.com/sites/default/files/california-state-university-los-angeles_592560e79988f300e232207f_small.jpg,North America,0101000020E610000074B515FBCB8A5DC01B0DE02D90084140
907,United States,Washington D.C.,The Catholic University of America,https://www.topuniversities.com/sites/default/files/the-catholic-university-of-america_592560e09988f300e2320cf0_small.jpg,North America,0101000020E610000088855AD3BC3F53C0F31FD26F5F774340
908,United States,Honolulu,Chaminade University of Honolulu,https://www.topuniversities.com/sites/default/files/chaminade-university-of-honolulu_592560e79988f300e2321fd1_small.jpg,North America,0101000020E6100000EEEBC03923BA63C0CE1951DA1B4C3540
909,United States,Staten Island,CUNY College of Staten Island,https://www.topuniversities.com/sites/default/files/cuny-college-of-staten-island_5c8125f710ca605c2865f734_small.jpg,North America,0101000020E610000004560E2DB28952C0A245B6F3FD4C4440
910,United States,Omaha,Creighton University,https://www.topuniversities.com/sites/default/files/creighton-university_592560df9988f300e23209b0_small.jpg,North America,0101000020E6100000CD3B4ED191FC57C0992A1895D4A14440
911,United States,River Forest,Dominican University,https://www.topuniversities.com/sites/default/files/dominican-university_592560e19988f300e2320ff8_small.jpg,North America,0101000020E610000055C1A8A44EF455C044FAEDEBC0F14440
912,United States,Greenville,East Carolina University,https://www.topuniversities.com/sites/default/files/east-carolina-university_592560cf2aeae70239af5185_small.jpg,North America,0101000020E6100000FA7E6ABC745753C03D9B559FABCD4140
913,United States,Fairfield,Fairfield University,https://www.topuniversities.com/sites/default/files/fairfield-university_592560e79988f300e2322061_small.jpg,North America,0101000020E6100000448B6CE7FB5152C0BC0512143F964440
914,United States,Boca Raton,Florida Atlantic University - Boca Raton,https://www.topuniversities.com/sites/default/files/florida-atlantic-university-boca-raton_592560cf2aeae70239af5189_small.jpg,North America,0101000020E61000005839B4C8760654C0AC1C5A643B5F3A40
915,United States,Honolulu,Hawaii Pacific University,https://www.topuniversities.com/sites/default/files/hawaii-pacific-university_592560cf2aeae70239af4b82_small.jpg,North America,0101000020E6100000B6F3FDD478BB63C0705F07CE19513540
916,United States,Immaculata,Immaculata University,https://www.topuniversities.com/sites/default/files/immaculata-university_592560cf2aeae70239af518f_small.jpg,North America,0101000020E61000008638D6C56DE452C04182E2C798034440
917,United States,Ithaca,Ithaca College,https://www.topuniversities.com/sites/default/files/ithaca-college_5c821bd75c52f35e6a4e251d_small.jpg,North America,0101000020E6100000304CA60A462153C0D9CEF753E3354540
918,United States,Philadelphia,La Salle University,https://www.topuniversities.com/sites/default/files/la-salle-university_592560df9988f300e2320938_small.jpg,North America,0101000020E6100000B515FBCBEEC952C0772D211FF4044440
919,United States,Baton Rouge,Louisiana State University,https://www.topuniversities.com/sites/default/files/211217042229pm466378LSU-Logo-48x48.jpg,North America,0101000020E6100000EC51B81E85CB56C0D26F5F07CE693E40
920,United States,Milwaukee,Marquette University,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,North America,0101000020E61000008195438B6CFB55C03EE8D9ACFA844540
921,United States,Arlington,Marymount University,https://www.topuniversities.com/sites/default/files/marymount-university_592560cf2aeae70239af5300_small.jpg,North America,0101000020E610000017B7D100DE4653C0613255302A714340
922,United States,Starkville,Mississippi State University,https://www.topuniversities.com/sites/default/files/mississippi-state-university_592560cf2aeae70239af5196_small.jpg,North America,0101000020E61000005F29CB10C73256C01904560E2DBA4040
923,United States,Bozeman,Montana State University,https://www.topuniversities.com/sites/default/files/montana-state-university_592560cf2aeae70239af5197_small.jpg,North America,0101000020E6100000FAEDEBC039C35BC04C37894160D54640
924,United States,Fargo,North Dakota State University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-81-2-48x48.jpg,North America,0101000020E610000008AC1C5A643358C0894160E5D0724740
925,United States,DeKalb,Northern Illinois University,https://www.topuniversities.com/sites/default/files/northern-illinois-university-college-of-business_592560cf2aeae70239af519f_small.jpg,North America,0101000020E6100000A857CA32C43156C0F2B0506B9AF74440
926,United States,Norfolk,Old Dominion University,https://www.topuniversities.com/sites/default/files/old-dominion-university_592560cf2aeae70239af51a2_small.jpg,North America,0101000020E61000002BF697DD931353C00C93A98251714240
928,United States,Chicago,Roosevelt University,https://www.topuniversities.com/sites/default/files/roosevelt-university_592560e19988f300e2320e48_small.jpg,North America,0101000020E6100000AA60545227E855C055302AA913F04440
929,United States,Geneseo,State University of New York at Geneseo,https://www.topuniversities.com/sites/default/files/state-university-of-new-york-at-geneseo_592560e09988f300e2320b8c_small.jpg,North America,0101000020E6100000545227A0897453C0598638D6C5654540
930,United States,New Paltz,SUNY New Paltz,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-88-48x48.jpg,North America,0101000020E6100000A8C64B37898552C03B014D840DDF4440
931,United States,Seattle,Seattle Pacific University,https://www.topuniversities.com/sites/default/files/seattle-pacific-university_592560e09988f300e2320ae2_small.jpg,North America,0101000020E61000006DE7FBA9F1965EC017D9CEF753D34740
932,United States,Rohnert Park,Sonoma State University,https://www.topuniversities.com/sites/default/files/sonoma-state-university_5c8659fb5c52f35e994cf864_small.jpg,North America,0101000020E610000002BC051214AB5EC02497FF907E2B4340
933,United States,Oswego,SUNY Oswego,https://www.topuniversities.com/sites/default/files/suny-oswego_592560de9988f300e232086e_small.jpg,North America,0101000020E610000050FC1873D72253C06F1283C0CAB94540
934,United States,San Marcos,Texas State University,https://www.topuniversities.com/sites/default/files/texas-state-university_5b76d7789ed41913d548b968_small.jpg,North America,0101000020E610000063EE5A423E7C58C017D9CEF753E33D40
935,United States,Anchorage,University of Alaska Anchorage,https://www.topuniversities.com/sites/default/files/university-of-alaska-anchorage_592560e79988f300e23220a1_small.jpg,North America,0101000020E6100000A60A462575BA62C0C74B378941984E40
936,United States,Fairbanks,University of Alaska Fairbanks,https://www.topuniversities.com/sites/default/files/university-of-alaska-fairbanks_592560cf2aeae70239af51b6_small.jpg,North America,0101000020E6100000F853E3A59B7A62C0744694F606375040
937,United States,Newark,New Jersey Institute of Technology (NJIT),https://www.topuniversities.com/sites/default/files/new-jersey-institute-of-technology-njit_592560cf2aeae70239af5376_small.jpg,North America,0101000020E6100000BADA8AFD658B52C010E9B7AF035F4440
942,United States,Newark,University of Delaware,https://www.topuniversities.com/sites/default/files/220714055424am282888Del-logo-48x48.jpg,North America,0101000020E61000002B1895D409F052C0105839B4C8D64340
943,United States,Stockton,University of the Pacific,https://www.topuniversities.com/sites/default/files/university-of-the-pacific_592560cf2aeae70239af4c6b_small.jpg,North America,0101000020E6100000158C4AEA04545EC0F7E461A1D6FC4240
945,United States,Honolulu,University of Hawaiʻi at Mānoa,https://www.topuniversities.com/sites/default/files/university-of-hawaii-at-maoa_255_small.jpg,North America,0101000020E6100000F931E6AE25BA63C0B22E6EA3014C3540
946,United States,San Diego,San Diego State University,https://www.topuniversities.com/sites/default/files/san-diego-state-university_1830_small.jpg,North America,0101000020E6100000CD3B4ED191445DC088635DDC46634040
948,United States,Norman,University of Oklahoma,https://www.topuniversities.com/sites/default/files/university-of-oklahoma_467_small.jpg,North America,0101000020E6100000DC68006F815C58C06E3480B7409A4140
949,United States,Waco,Baylor University,https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg,North America,0101000020E6100000AF946588634958C05BB1BFEC9E8C3F40
950,United States,Williamsburg,College of William and Mary,https://www.topuniversities.com/sites/default/files/college-of-william-mary_592560cf2aeae70239af4b08_small.jpg,North America,0101000020E6100000E17A14AE472D53C07B832F4CA6A24240
952,United States,Orlando,University of Central Florida,https://www.topuniversities.com/sites/default/files/university-of-central-florida_209_small.jpg,North America,0101000020E61000007FFB3A70CE4C54C0431CEBE2369A3C40
953,United States,Cincinnati,University of Cincinnati,https://www.topuniversities.com/sites/default/files/university-of-cincinnati_129_small.jpg,North America,0101000020E6100000295C8FC2F52055C0B7D100DE02914340
955,United States,Knoxville,The University of Tennessee, Knoxville",https://www.topuniversities.com/sites/default/files/the-university-of-tennessee-knoxville_603_small.jpg,North America,0101000020E6100000575BB1BFECFA54C0D044D8F0F4FA4140
957,United States,Chicago,DePaul University,https://www.topuniversities.com/sites/default/files/depaul-university_592560cf2aeae70239af5183_small.jpg,North America,0101000020E6100000849ECDAACFE955C0F54A598638F64440
958,United States,Miami,Florida International University,https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_small.jpg,North America,0101000020E610000032E6AE25E41754C08B6CE7FBA9C13940
959,United States,Atlanta,Georgia State University,https://www.topuniversities.com/sites/default/files/georgia-state-university_592560cf2aeae70239af4b65_small.jpg,North America,0101000020E610000086C954C1A81855C00E4FAF9465E04040
960,United States,Portland,Portland State University,https://www.topuniversities.com/sites/default/files/portland-state-university_592560cf2aeae70239af51a6_small.jpg,North America,0101000020E6100000C139234A7BAB5EC0C4B12E6EA3C14640
961,United States,Rochester,Rochester Institute of Technology (RIT),https://www.topuniversities.com/sites/default/files/rochester-institute-of-technology-rit_592560cf2aeae70239af5343_small.jpg,North America,0101000020E6100000BA490C022B6B53C0B459F5B9DA8A4540
962,United States,Louisville,University of Louisville College of Business,https://www.topuniversities.com/sites/default/files/louisville-48x48.jpg,North America,0101000020E6100000462575029A7055C008AC1C5A641B4340
963,United States,Lincoln,University of Nebraska - Lincoln,https://www.topuniversities.com/sites/default/files/university-of-nebraska-lincoln_819_small.jpg,North America,0101000020E610000046B6F3FDD42C58C0F0164850FC684440
964,United States,Durham,University of New Hampshire,https://www.topuniversities.com/sites/default/files/university-of-new-hampshire_592560cf2aeae70239af51c1_small.jpg,North America,0101000020E6100000C05B2041F1BB51C00BB5A679C7914540
965,United States,Denton,University of North Texas,https://www.topuniversities.com/sites/default/files/university-of-north-texas_592560cf2aeae70239af51c3_small.jpg,North America,0101000020E61000003FC6DCB5844858C02497FF907E9B4040
966,United States,Eugene,University of Oregon,https://www.topuniversities.com/sites/default/files/university-of-oregon_592560cf2aeae70239af4c58_small.jpg,North America,0101000020E6100000226C787AA5C45EC02F6EA301BC054640
967,United States,San Francisco,University of San Francisco,https://www.topuniversities.com/sites/default/files/university-of-san-francisco_592560cf2aeae70239af4d4a_small.jpg,North America,0101000020E6100000A913D044D89C5EC008AC1C5A64E34240
968,United States,Columbia,University of South Carolina,https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_small.jpg,North America,0101000020E610000004560E2DB24154C0560E2DB29DFF4040
974,United States,Columbia,University of Missouri, Columbia",https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,North America,0101000020E61000008CB96B09F91457C04694F6065F784340
975,United States,Burlington,University of Vermont,https://www.topuniversities.com/sites/default/files/university-of-vermont_808_small.jpg,North America,0101000020E61000007F6ABC74934C52C0228E75711B3D4640
977,United States,Washington D.C.,American University,https://www.topuniversities.com/sites/default/files/american-university_17_small.jpg,North America,0101000020E61000003D9B559FAB4553C0E4141DC9E5774340
978,United States,Waltham,Bentley University,https://www.topuniversities.com/sites/default/files/bentley-university_592560cf2aeae70239af5815_small.jpg,North America,0101000020E610000003780B2428CE51C0992A1895D4314540
981,United States,Los Angeles,Loyola Marymount University,https://www.topuniversities.com/sites/default/files/loyola-marymount-university_592560cf2aeae70239af561c_small.jpg,North America,0101000020E6100000105839B4C89A5DC095D4096822FC4040
983,United States,Tuscaloosa,The University of Alabama,https://www.topuniversities.com/sites/default/files/university-of-alabama_592560cf2aeae70239af4a91_small.jpg,North America,0101000020E61000008351499D80E255C02497FF907E9B4040
986,United States,Richmond,Virginia Commonwealth University,https://www.topuniversities.com/sites/default/files/virginia-commonwealth-university_654_small.jpg,North America,0101000020E61000008CB96B09F95C53C0CA32C4B12EC64240
987,United States,Morgantown,West Virginia University,https://www.topuniversities.com/sites/default/files/west-virginia-university_592560cf2aeae70239af531c_small.jpg,North America,0101000020E6100000C58F31772DFD53C0B6F3FDD478D14340
990,United States,Houghton,Michigan Technological University,https://www.topuniversities.com/sites/default/files/michigan-technological-university_1810_small.jpg,North America,0101000020E6100000F4FDD478E92256C0BBB88D06F08E4740
991,United States,Glassboro,Rowan University,https://www.topuniversities.com/sites/default/files/rowan-university_5c864fa25c52f35e6a4e267e_small.jpg,North America,0101000020E6100000C7293A92CBC752C0B459F5B9DADA4340
995,United States,Denver,University of Colorado, Denver",https://www.topuniversities.com/sites/default/files/university-of-colorado-denver_2116_small.jpg,North America,0101000020E610000093A9825149415AC048BF7D1D38DF4340
997,United States,New York City,Manhattan College,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-96-48x48.jpg,North America,0101000020E61000001283C0CAA17952C0B6847CD0B3714440
998,United States,Baltimore,Morgan State University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-80-48x48.jpg,North America,0101000020E6100000AF946588632553C06ABC749318AC4340
999,United States,Chicago,Northeastern Illinois University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T135212.581-48x48.jpg,North America,0101000020E6100000C442AD69DEED55C03D0AD7A370FD4440
1000,United States,Baltimore,Notre Dame of Maryland University,https://www.topuniversities.com/sites/default/files/notre-dame-of-maryland-university_5c862d935c52f35e994cf806_small.jpg,North America,0101000020E610000017D9CEF7532753C08351499D80AE4340
1001,United States,Rochester,Oakland University,https://www.topuniversities.com/sites/default/files/oakland-university_592560cf2aeae70239af51a0_small.jpg,North America,0101000020E6100000B6847CD0B3CD54C0933A014D84554540
1002,United States,Tahoma,Pacific Lutheran University,https://www.topuniversities.com/sites/default/files/pacific-lutheran-university_592560de9988f300e23206ec_small.jpg,North America,0101000020E6100000DF4F8D976E9E5EC00A68226C78924740
1003,United States,Providence,Providence College,https://www.topuniversities.com/sites/default/files/providence-college_5c864bb010ca605c8c654c8c_small.jpg,North America,0101000020E61000008FE4F21FD2DB51C0143FC6DCB5EC4440
1004,United States,Denver,Regis University,https://www.topuniversities.com/sites/default/files/regis-university_592560cf2aeae70239af4c8b_small.jpg,North America,0101000020E6100000840D4FAF94415AC0840D4FAF94E54340
1005,United States,Brockport,SUNY Brockport,https://www.topuniversities.com/sites/default/files/suny-brockport_592560e09988f300e2320b98_small.jpg,North America,0101000020E6100000D656EC2FBB7B53C088855AD3BC9B4540
1006,United States,Fredonia,State University of New York at Fredonia,https://www.topuniversities.com/sites/default/files/state-university-of-new-york-at-fredonia_592560e09988f300e2320b8e_small.jpg,North America,0101000020E6100000B7627FD93DD553C00E4FAF9465384540
1007,United States,Oneonta,SUNY Oneonta,https://www.topuniversities.com/sites/default/files/suny-oneonta_592560e09988f300e2320ba6_small.jpg,North America,0101000020E610000055302AA913C452C0A779C7293A3A4540
1008,United States,Moraga,Saint Mary's College of California,https://www.topuniversities.com/sites/default/files/saint-marys-college-of-california_592560de9988f300e23206e2_small.jpg,North America,0101000020E610000048BF7D1D38875EC04FAF946588EB4240
1009,United States,Jersey City,Saint Peter's University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T135717.177-48x48.jpg,North America,0101000020E610000000917EFB3A8452C033C4B12E6E5B4440
1010,United States,Brookings,South Dakota State University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-82-48x48.jpg,North America,0101000020E610000052499D80263258C062105839B4284640
1011,United States,Austin,St. Edward's University,https://www.topuniversities.com/sites/default/files/st.-edwards-university_592560e09988f300e2320b7e_small.jpg,North America,0101000020E6100000637FD93D797058C0D122DBF97E3A3E40
1012,United States,Fayetteville,University of Arkansas Fayetteville,https://www.topuniversities.com/sites/default/files/university-of-arkansas-fayetteville-_592560cf2aeae70239af534e_small.jpg,North America,0101000020E6100000D0D556EC2F8B57C0F085C954C1084240
1013,United States,Evansville,University of Evansville,https://www.topuniversities.com/sites/default/files/university-of-evansville_5c875b115c52f3048f39ab0d_small.jpg,North America,0101000020E6100000CA32C4B12EE255C0956588635DFC4240
1014,United States,Springfield,University of Illinois, Springfield (UIS)",https://www.topuniversities.com/sites/default/files/university-of-illinois-springfield-uis_592560cf2aeae70239af52ae_small.jpg,North America,0101000020E6100000D0B359F5B96656C0E8D9ACFA5CDD4340
1015,United States,La Verne,University of La Verne,https://www.topuniversities.com/sites/default/files/university-of-la-verne_592560cf2aeae70239af51bb_small.jpg,North America,0101000020E61000009A779CA223715DC0E9B7AF03E70C4140
1016,United States,Dartmouth,University of Massachusetts-Dartmouth,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T142334.914-1-48x48.jpg,North America,0101000020E6100000EB73B515FBBB51C0FF21FDF675D04440
1017,United States,New Haven,University of New Haven,https://www.topuniversities.com/sites/default/files/220714060113am645410Univ-of-New-Haven-logo-48x48.jpg,North America,0101000020E6100000567DAEB6623B52C0ACADD85F76A74440
1018,United States,Jacksonville,University of North Florida,https://www.topuniversities.com/sites/default/files/university-of-north-florida_592560e79988f300e2322040_small.jpg,North America,0101000020E6100000789CA223B96054C0A2B437F8C2443E40
1019,United States,Dahlonega,University of North Georgia,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T143435.254-48x48.jpg,North America,0101000020E610000097FF907EFBFE54C024B9FC87F4434140
1020,United States,Portland,University of Portland,https://www.topuniversities.com/sites/default/files/university-of-portland_592560de9988f300e23206ee_small.jpg,North America,0101000020E6100000DFE00B93A9AE5EC08CDB68006FC94640
1021,United States,Mobile,University of South Alabama (USA),https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-84-48x48.jpg,North America,0101000020E61000004850FC18730B56C06EA301BC05B23E40
1022,United States,Vermillion,University of South Dakota,https://www.topuniversities.com/sites/default/files/university-of-south-dakota_592560cf2aeae70239af51cc_small.jpg,North America,0101000020E6100000C1A8A44E403B58C0E9263108AC644540
1023,United States,Arlington,The University of Texas at Arlington,https://www.topuniversities.com/sites/default/files/QS_UTA-Logo-48x48.jpg,North America,0101000020E610000065AA6054524758C0AF946588635D4040
1024,United States,Eau Claire,University of Wisconsin - Eau Claire,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-eau-claire_592560e79988f300e2321f92_small.jpg,North America,0101000020E6100000728A8EE4F2DF56C03CBD529621664640
1025,United States,Danbury,Western Connecticut State University,https://www.topuniversities.com/sites/default/files/western-connecticut-state-university_592560e79988f300e23220d3_small.jpg,North America,0101000020E6100000ACADD85F765B52C02B1895D409B84440
1026,United States,Kalamazoo,Western Michigan University,https://www.topuniversities.com/sites/default/files/western-michigan-university_592560cf2aeae70239af51ce_small.jpg,North America,0101000020E61000003B014D840D6755C0CEAACFD556244540
1027,United States,Wilkes-Barre,Wilkes University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T143255.634-48x48.jpg,North America,0101000020E6100000D50968226CF852C0567DAEB6629F4440
1028,United States,Buffalo,Buffalo State College (SUNY),https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-87-48x48.jpg,North America,0101000020E61000009C33A2B437B853C05396218E75714540
1029,United States,San Luis Obispo,California Polytechnic State University,https://www.topuniversities.com/sites/default/files/california-polytechnic-state-university_592560cf2aeae70239af5348_small.jpg,North America,0101000020E610000066666666662A5EC0D7A3703D0AA74140
1030,United States,Turlock,California State University - Stanislaus,https://www.topuniversities.com/sites/default/files/california-state-university-stanislaus_592560e09988f300e2320c38_small.jpg,North America,0101000020E6100000BC0512143F365EC07B14AE47E1C24240
1031,United States,Carson,California State University Dominguez Hills,https://www.topuniversities.com/sites/default/files/california-state-university-dominguez-hills_592560de9988f300e23206b2_small.jpg,North America,0101000020E6100000DC68006F81905DC00EBE30992AF04040
1032,United States,Kenosha,Carthage College,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T132146.790-48x48.jpg,North America,0101000020E6100000545227A089F455C09D11A5BDC14F4540
1033,United States,Mount Pleasant,Central Michigan University,https://www.topuniversities.com/sites/default/files/central-michigan-university_592560cf2aeae70239af517f_small.jpg,North America,0101000020E610000061545227A03155C087A757CA32CC4540
1034,United States,Philadelphia,Chestnut Hill College,https://www.topuniversities.com/sites/default/files/chestnut-hill-college_5c811d5710ca605c2739f6d3_small.jpg,North America,0101000020E61000001CEBE2361ACC52C045D8F0F44A094440
1035,United States,Memphis,Christian Brothers University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T132327.901-48x48.jpg,North America,0101000020E61000009CA223B9FC7B56C0D6C56D34808F4140
1036,United States,Dover,Delaware State University,https://www.topuniversities.com/sites/default/files/delaware-state-university_592560e79988f300e232204d_small.jpg,North America,0101000020E6100000423EE8D9ACE252C0006F8104C5974340
1037,United States,Pittsburgh,Duquesne University,https://www.topuniversities.com/sites/default/files/duquesne-university_592560cf2aeae70239af5184_small.jpg,North America,0101000020E61000008195438B6CFF53C0F241CF66D5374440
1038,United States,St. Davids,Eastern University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-93-48x48.jpg,North America,0101000020E610000007CE1951DAC752C05B423EE8D9044440
1039,United States,Tallahassee,Florida Agricultural and Mechanical University,https://www.topuniversities.com/sites/default/files/florida-agricultural-and-mechanical-university_5c820f465c52f35e994cf5dc_small.jpg,North America,0101000020E6100000F5B9DA8AFD1155C0EC2FBB270F6B3E40
1040,United States,Melbourne,Florida Institute of Technology,https://www.topuniversities.com/sites/default/files/florida-institute-of-technology_592560cf2aeae70239af588d_small.jpg,North America,0101000020E61000006B2BF697DD2754C0A913D044D8103C40
1041,United States,Frostburg,Frostburg State University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-92-1-48x48.jpg,North America,0101000020E6100000D6C56D3480BB53C0B1BFEC9E3CD44340
1042,United States,Saint Paul,Hamline University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-79-48x48.jpg,North America,0101000020E6100000D712F241CF4A57C06ABC7493187C4640
1043,United States,Hampton,Hampton University,https://www.topuniversities.com/sites/default/files/hampton-university_5c8214405c52f35d9e77fe2c_small.jpg,North America,0101000020E6100000A1D634EF381553C0C286A757CA824240
